-4.353797357152639158e+00 -1.870690475982257572e+00 1.077718075528722341e+00
-1.482675500249638567e+00 7.597975497406020962e-01 -1.822038225654645904e+00
-6.343858112683163908e-01 -1.826773500431028152e+00 -6.215252615669778491e-01
-4.579088214467324391e+00 -2.035577985948205715e+00 1.233915758208087965e+00
-4.702166015188419479e+00 -2.068506165252721463e+00 1.342035758143368174e+00
-4.662212201615509422e+00 -1.925580040239297075e+00 1.241270335041713135e+00
-4.288700055482033591e+00 -1.531442098437713950e+00 7.517904695128784232e-01
2.675712612835077220e+00 -2.573010040381814356e+00 -9.162934416199192134e-01
1.555410075712744034e+00 -1.511138217557132402e+00 -1.441990992982513209e+00
-1.664744926584750928e+00 7.791979461127117590e-01 5.205953476091763621e-01
-5.701658941304909023e-01 2.027561467950259821e+00 9.438280517536787873e-01
-9.547230013235127322e-01 1.300167495799078310e+00 -1.035224448062515457e+00
-4.566755913275315493e+00 -2.006076630364182822e+00 1.326061692924120461e+00
3.124843570511725233e+00 -2.793579334734118014e+00 4.421869733040095785e-02
2.143277471664911005e+00 -2.385596064551806617e+00 -5.497660524378285979e-02
-4.243067463382328874e+00 -1.583153883258883843e+00 1.191403200842342969e+00
-3.038705362819253519e+00 -1.626963448607382512e-01 1.094946992106874628e+00
-4.227540298450979783e+00 -1.468541381272987500e+00 7.429065387903678319e-01
-4.385606156292534585e+00 -1.652349151629765256e+00 1.361310987175429865e+00
-4.236837679467889473e+00 -1.433078221026740762e+00 7.136948424701711202e-01
-3.459880064946198708e+00 -8.005421679972294369e-01 -1.244771344701672416e-01
-4.120071186593978751e+00 -1.291960911950477575e+00 5.206512679896093676e-01
-1.438497166769409086e+00 7.824443199436825758e-01 -1.837551794203484024e+00
-1.042387079743452238e+00 8.096443731323802462e-01 -2.074428052072735174e+00
-1.530822310423053945e-01 8.467218669957321531e-02 -1.813216689235361834e+00
3.350372930203592947e+00 7.329641016634465267e-02 2.194456909915431186e+00
1.155746061056295293e+00 -2.076779524437508684e+00 -5.423202022904555220e-01
-1.112489436798218545e+00 1.006477338020941303e+00 -1.925875511460780620e+00
-1.092286862250124946e+00 6.558196301925236504e-01 -4.736862917476226259e-02
1.371453651206622215e-01 3.087254455958570176e-01 -8.254762182665641435e-01
9.052257263762494288e-01 -1.460079499738065056e+00 -9.833916495035155414e-01
3.169825520293524601e+00 -3.231478007419449128e+00 -9.071679341313408917e-01
1.616032046747155615e+00 -1.253063988832131104e+00 -6.195510940632039665e-01
