,Dimensionality,Parcels,Subject,Network
0,0.4768153010652685,1,02,VIS1
1,0.9138587335205681,1,03,VIS1
2,0.7187532493011062,1,04,VIS1
3,0.616657730559727,1,06,VIS1
4,0.41108225668733084,1,08,VIS1
5,0.6111637961004875,1,09,VIS1
6,0.6863595453643213,1,10,VIS1
7,0.03492492795123957,1,12,VIS1
8,0.6761415568844595,1,14,VIS1
9,0.465739448743226,1,15,VIS1
10,0.4093865277970252,1,18,VIS1
11,1.0925581253050145,1,20,VIS1
12,0.6386946085677943,1,22,VIS1
13,0.14970915553143227,1,25,VIS1
14,1.0003198339562274,1,27,VIS1
15,1.056797694218929,1,29,VIS1
16,0.17520149363084678,1,31,VIS1
17,0.507509527013675,1,17,VIS1
18,0.17316264519665692,1,19,VIS1
19,0.3608192734871294,1,21,VIS1
20,0.7494745061948015,1,24,VIS1
21,0.6843438552246892,1,26,VIS1
22,0.9737514334519914,1,28,VIS1
23,1.3060635716650413,1,30,VIS1
24,0.41690937131726363,2,02,VIS2
25,0.5753143990369399,2,03,VIS2
26,0.037332579799362206,2,04,VIS2
27,0.36269917218588493,2,06,VIS2
28,0.01024951958456446,2,08,VIS2
29,0.28011016589667836,2,09,VIS2
30,0.7658190878561585,2,10,VIS2
31,0.2908452854623429,2,12,VIS2
32,0.2333024409052761,2,14,VIS2
33,0.0035392006451459524,2,15,VIS2
34,0.025684699592812624,2,18,VIS2
35,0.07654106090892886,2,20,VIS2
36,0.61870984828043,2,22,VIS2
37,0.0006691989319646407,2,25,VIS2
38,0.2520884337379659,2,27,VIS2
39,0.22757801915369533,2,29,VIS2
40,0.2329860309060294,2,31,VIS2
41,1.4620865232915092,2,17,VIS2
42,0.10165366039377462,2,19,VIS2
43,0.10573868998758262,2,21,VIS2
44,0.003258559368595785,2,24,VIS2
45,0.00910990078094331,2,26,VIS2
46,0.14121812003660578,2,28,VIS2
47,0.5304564036700192,2,30,VIS2
48,0.5474918977260276,3,02,VIS2
49,0.9872397082730465,3,03,VIS2
50,0.01718249986036444,3,04,VIS2
51,0.5267454609433503,3,06,VIS2
52,0.06291812343315856,3,08,VIS2
53,0.2713412260680216,3,09,VIS2
54,0.4005199696265846,3,10,VIS2
55,0.635114099881024,3,12,VIS2
56,0.8816484969369188,3,14,VIS2
57,0.0838073361206773,3,15,VIS2
58,0.17250893430479744,3,18,VIS2
59,0.3559135813050464,3,20,VIS2
60,0.0003009571729628941,3,22,VIS2
61,0.007163055543423548,3,25,VIS2
62,0.8811212855038851,3,27,VIS2
63,0.0950617541765639,3,29,VIS2
64,0.19202347555913774,3,31,VIS2
65,0.7303701785375728,3,17,VIS2
66,0.07576412288660508,3,19,VIS2
67,1.3430489799692236,3,21,VIS2
68,0.15371468566969593,3,24,VIS2
69,0.06801559252762163,3,26,VIS2
70,0.054974009054068115,3,28,VIS2
71,1.0151920562254613,3,30,VIS2
72,0.7490724418799158,4,02,VIS2
73,1.1644170782605487,4,03,VIS2
74,0.9565064803308087,4,04,VIS2
75,0.8894600408229092,4,06,VIS2
76,0.38223924747268895,4,08,VIS2
77,0.5661995912878551,4,09,VIS2
78,0.31059417303289144,4,10,VIS2
79,0.05960998079205738,4,12,VIS2
80,0.7567787851785516,4,14,VIS2
81,0.9499979894551339,4,15,VIS2
82,0.5583886430613553,4,18,VIS2
83,1.0431053929590222,4,20,VIS2
84,0.7209939261127264,4,22,VIS2
85,0.16001914483350235,4,25,VIS2
86,1.196401288628776,4,27,VIS2
87,1.0267686440373658,4,29,VIS2
88,0.3146780443300225,4,31,VIS2
89,0.6133741238837177,4,17,VIS2
90,0.14727765015469713,4,19,VIS2
91,0.270808458989226,4,21,VIS2
92,0.9927614249127019,4,24,VIS2
93,0.5841621867025285,4,26,VIS2
94,1.047850002765254,4,28,VIS2
95,1.0331893698869365,4,30,VIS2
96,0.9122777240296599,5,02,VIS2
97,1.2273285562022076,5,03,VIS2
98,0.7826112360468752,5,04,VIS2
99,0.7572977925892809,5,06,VIS2
100,0.3154729475753444,5,08,VIS2
101,0.5077490663860498,5,09,VIS2
102,0.525733088488115,5,10,VIS2
103,0.10356206215063034,5,12,VIS2
104,1.0305684732671232,5,14,VIS2
105,0.9031752335915647,5,15,VIS2
106,0.3235995122320183,5,18,VIS2
107,0.47477243525379453,5,20,VIS2
108,0.7913832805423504,5,22,VIS2
109,0.29281539581167143,5,25,VIS2
110,1.2236349987437998,5,27,VIS2
111,1.063001009684316,5,29,VIS2
112,0.3868331412810941,5,31,VIS2
113,0.5136298412218071,5,17,VIS2
114,0.2543119071977655,5,19,VIS2
115,0.25333856550822953,5,21,VIS2
116,0.7693717302493368,5,24,VIS2
117,0.5672832179781533,5,26,VIS2
118,0.37822863026916437,5,28,VIS2
119,1.4477003894335918,5,30,VIS2
120,0.3955868850474241,6,02,VIS2
121,0.744617487744401,6,03,VIS2
122,0.61311916453477,6,04,VIS2
123,0.56775916437336,6,06,VIS2
124,0.6142422646679666,6,08,VIS2
125,0.5452215285612454,6,09,VIS2
126,0.5012743693018125,6,10,VIS2
127,0.25620401306648566,6,12,VIS2
128,0.832354867186569,6,14,VIS2
129,0.9988865514706021,6,15,VIS2
130,0.06049019599492493,6,18,VIS2
131,0.4602827888385184,6,20,VIS2
132,0.9416284486394959,6,22,VIS2
133,0.5977897968914373,6,25,VIS2
134,1.0637183378114254,6,27,VIS2
135,0.7706532485449856,6,29,VIS2
136,0.21710639706071364,6,31,VIS2
137,0.27815063707098486,6,17,VIS2
138,0.04452997898483405,6,19,VIS2
139,0.13464771380302828,6,21,VIS2
140,0.7850583920913206,6,24,VIS2
141,0.5154280798751744,6,26,VIS2
142,0.15612834435782416,6,28,VIS2
143,0.9619927127128524,6,30,VIS2
144,0.1611982525608818,7,02,VIS2
145,0.11993727303151176,7,03,VIS2
146,0.13126586506876234,7,04,VIS2
147,0.3442259495155821,7,06,VIS2
148,1.2275937531880439,7,08,VIS2
149,0.3571259260194669,7,09,VIS2
150,0.0579183653086596,7,10,VIS2
151,0.04802393091940966,7,12,VIS2
152,0.10041957928747333,7,14,VIS2
153,0.723317873490282,7,15,VIS2
154,0.2927230648908935,7,18,VIS2
155,0.7426574192833123,7,20,VIS2
156,1.6037800320910298,7,22,VIS2
157,0.010910720613650242,7,25,VIS2
158,1.0352684125094145,7,27,VIS2
159,0.08617843539094536,7,29,VIS2
160,0.0034500169071885645,7,31,VIS2
161,0.07153993160066505,7,17,VIS2
162,0.0011454089935713358,7,19,VIS2
163,0.0123758272801766,7,21,VIS2
