,Dimensionality,Parcels,Subject,Network
0,1.2152111572064588,1,02,VIS1
1,0.7199844712412643,1,03,VIS1
2,0.058905161504293924,1,04,VIS1
3,0.3217853405840315,1,06,VIS1
4,0.8240131658491177,1,08,VIS1
5,0.45050552639159475,1,09,VIS1
6,0.21723254597315886,1,10,VIS1
7,0.965905949967365,1,12,VIS1
8,0.5448705795028735,1,14,VIS1
9,0.22356537490894918,1,15,VIS1
10,0.42459002560950676,1,18,VIS1
11,1.0566807974410408,1,20,VIS1
12,0.0015064020934048613,1,22,VIS1
13,0.4585239942713213,1,25,VIS1
14,0.9798304113423641,1,27,VIS1
15,0.4832243109178966,1,29,VIS1
16,0.5265410073004139,1,31,VIS1
17,0.4608992511581449,1,17,VIS1
18,0.3182030275552291,1,19,VIS1
19,0.4430604606522425,1,21,VIS1
20,1.6263501531024347,1,24,VIS1
21,0.8838238551363085,1,26,VIS1
22,0.12002678949888534,1,28,VIS1
23,0.16790913002268767,1,30,VIS1
24,0.4422270585415234,2,02,VIS2
25,0.591849832748594,2,03,VIS2
26,0.07822158527434557,2,04,VIS2
27,0.04570550865795715,2,06,VIS2
28,0.07701721780615141,2,08,VIS2
29,0.002328780457987644,2,09,VIS2
30,0.02750735040157206,2,10,VIS2
31,0.004928153171006587,2,12,VIS2
32,0.7320607159523415,2,14,VIS2
33,0.32413279383848287,2,15,VIS2
34,0.5819536744728112,2,18,VIS2
35,0.05988837258019088,2,20,VIS2
36,0.009734629060056232,2,22,VIS2
37,0.0016919586799900104,2,25,VIS2
38,0.8059460294793475,2,27,VIS2
39,0.8614511548098717,2,29,VIS2
40,0.6581666774681632,2,31,VIS2
41,0.1154801516024973,2,17,VIS2
42,0.24615285299724457,2,19,VIS2
43,0.07959002886930222,2,21,VIS2
44,0.117461073020534,2,24,VIS2
45,0.00446197852504267,2,26,VIS2
46,0.12129081142649274,2,28,VIS2
47,0.11478285042321582,2,30,VIS2
48,0.025756958252052663,3,02,VIS2
49,0.15121169901963857,3,03,VIS2
50,0.02002436828317908,3,04,VIS2
51,0.6882305659696405,3,06,VIS2
52,0.020667419716933325,3,08,VIS2
53,0.007978435794390433,3,09,VIS2
54,0.08094732104387081,3,10,VIS2
55,0.2331987799293553,3,12,VIS2
56,0.0010765860628092622,3,14,VIS2
57,0.3636794506781039,3,15,VIS2
58,0.6768950621687916,3,18,VIS2
59,0.00651465307120418,3,20,VIS2
60,0.06442127381607689,3,22,VIS2
61,0.0901872801651256,3,25,VIS2
62,0.0032026632629732397,3,27,VIS2
63,0.02310334671500623,3,29,VIS2
64,0.4096054957809041,3,31,VIS2
65,0.030775057341795246,3,17,VIS2
66,0.07241959802749796,3,19,VIS2
67,0.43379339538339956,3,21,VIS2
68,0.7886176669193395,3,24,VIS2
69,0.00027067458551964193,3,26,VIS2
70,0.4535648710851391,3,28,VIS2
71,0.10708845434953997,3,30,VIS2
72,1.1810295363446823,4,02,VIS2
73,0.5607006005016295,4,03,VIS2
74,0.3035499612116364,4,04,VIS2
75,0.4141380258146489,4,06,VIS2
76,0.7306984549832266,4,08,VIS2
77,0.5266172687102738,4,09,VIS2
78,0.54366827585581,4,10,VIS2
79,0.6607328834155027,4,12,VIS2
80,0.9895697783991112,4,14,VIS2
81,0.32343451287570746,4,15,VIS2
82,0.20627614890669968,4,18,VIS2
83,1.2282400184321685,4,20,VIS2
84,0.15017210486454158,4,22,VIS2
85,0.8099391479664543,4,25,VIS2
86,1.1355400595039433,4,27,VIS2
87,0.6941153223555051,4,29,VIS2
88,0.9701535182201382,4,31,VIS2
89,0.5514551088776208,4,17,VIS2
90,0.316416744729094,4,19,VIS2
91,0.20867609707924167,4,21,VIS2
92,1.7837129229093223,4,24,VIS2
93,0.9961764578242432,4,26,VIS2
94,0.03640142945098582,4,28,VIS2
95,0.565323777135329,4,30,VIS2
96,1.7173495811852808,5,02,VIS2
97,0.7602202087566164,5,03,VIS2
98,0.6083307582615171,5,04,VIS2
99,0.29224674898679476,5,06,VIS2
100,0.3148554036482436,5,08,VIS2
101,0.9312634004489267,5,09,VIS2
102,0.19078779329935347,5,10,VIS2
103,0.5051548264257721,5,12,VIS2
104,0.5620635372917819,5,14,VIS2
105,0.36437346562567074,5,15,VIS2
