2.242298531385891636e+00 -2.468730873393774505e+00 -1.889779919932875196e-01
3.342703753001486255e+00 -1.491888602081538728e+00 -3.809354656954506146e-01
2.145354078288189914e+00 -1.836121290270529505e+00 -5.392205061053937376e-01
4.097480904911178889e+00 -2.200494059275350356e+00 -3.785510982715657446e-01
4.080523141910657792e+00 -2.467453222451412742e+00 -2.538942452607027556e-01
3.086560390045307578e+00 -3.221406872665357746e+00 -3.703538248381189613e-01
1.609930029770585191e+00 -2.911765802492698896e+00 -6.669781695381830078e-01
4.245746883857397513e+00 1.700396778877423909e+00 2.872053127558473196e-01
2.026990610793014902e+00 1.729392568147374298e+00 -1.326791734494661146e+00
2.260936566097803357e+00 3.001401485655061374e-01 1.383699732735763632e+00
-6.560248973704523312e-01 3.925476197711986748e-01 6.319958972812761422e-01
-8.750896433169033095e-01 5.143032629130596112e-01 6.515230604321246843e-02
3.207029253862507812e+00 -2.790797711183454322e+00 -3.445262427445333620e-01
-1.638888667490877804e+00 -6.688755613915738918e-01 -9.592213268533104076e-01
-1.392784130130684916e+00 -7.381845656967654934e-01 -5.837530632332287306e-01
1.556504163837562515e+00 -2.945798846570251595e+00 -2.360881143156713935e-01
1.546075724857300715e+00 -2.656211730035632712e+00 1.053960315513344348e+00
3.324709637377579963e+00 -1.877900442506454048e+00 3.783409905860751210e-01
1.823645382150711258e+00 -3.116035759411330819e+00 -3.897374420451852894e-01
1.761775988799053172e+00 -3.057724797056264876e+00 -4.800400843296497300e-01
1.719724598638624702e+00 -2.862731954689164748e+00 -5.748520540174187898e-01
1.289374474261243408e+00 -2.365128176278374461e+00 -7.531787210535374477e-01
3.029885137733119294e+00 -1.351558028974911840e+00 -6.340082020926333106e-01
5.965146175969759934e-01 1.490825206713208839e+00 -1.375649891698177640e+00
7.184320752704126400e-01 1.889686803208986188e+00 -2.567445039392565187e-01
-1.999538056023902444e+00 9.170010238265316471e-02 2.925762652255144980e-01
7.152347519671214959e-01 -5.168417927493851316e-01 9.245449633621287688e-01
3.025381529492233934e+00 1.237048130539977642e+00 -1.887981280302933607e-01
-1.070898239209867819e+00 -6.883200907335620400e-01 1.171005684540805003e+00
-2.537292560958591459e+00 -5.410210337278849035e-01 -6.248644366781418436e-01
-1.702765271764424382e+00 -7.538547263216256455e-01 -8.866739145021601542e-01
-2.137597038140232275e+00 -2.727154629285533649e-01 -4.981487375480186941e-01
-2.239114447220966753e+00 -4.470553228225317421e-01 -1.017172177137700251e+00
-2.467688668627989301e+00 -5.027977598200212839e-01 -8.311899977149747043e-01
-2.338381740061353575e+00 -4.708022821364051813e-01 -1.027705001451614697e+00
7.856984045047801235e-01 7.917551304439732762e-01 -1.113541246872374435e+00
1.819644334552485976e+00 1.996877457241208909e+00 2.037245613172695424e-01
2.971682338019270286e+00 2.053278583248105083e+00 1.210110304646530466e+00
2.082287232079920614e+00 1.855661515847681242e+00 -6.505902318021578035e-01
1.767145356538594170e+00 2.725439933133436909e+00 -7.580311462600339834e-01
8.649915034361930211e-01 2.558882513475483123e+00 -9.379965229045326147e-01
2.183423853638640555e+00 1.170144033697610553e+00 6.050466334407970104e-01
1.428810193736793632e+00 2.658442088449294971e+00 6.144479135350155996e-01
-3.844320802002589715e-02 1.342423421049837140e+00 2.580233931543880921e+00
1.082282666999319298e+00 -1.917556496709573247e-02 1.860915938016631577e+00
4.356523127599549738e-01 -9.563566058893020472e-01 1.605528957080222918e+00
3.013794337439523296e+00 -6.730376475271880599e-02 8.717567341174413675e-01
2.674245762920100855e+00 -2.362155419261103617e+00 7.803631937166572996e-01
2.369547590057572428e+00 -2.153641596382042778e+00 7.521180364695239096e-01
1.254959550927321033e+00 -2.050275192362586374e+00 1.306931263091361650e+00
3.697647616797500536e+00 1.262636661412795736e+00 -3.463063227013298828e-01
3.791687982210276253e+00 1.459885299263903535e+00 2.247589026453601924e-01
3.716730098738734167e+00 1.739991996785139827e+00 -4.167866253007183053e-01
2.041581667540893097e+00 2.051397228713934595e+00 1.868057983401509026e-01
1.919451204242414111e+00 2.906145545878298098e+00 3.605949531655022744e-01
9.742905632468628063e-01 1.996403975099790618e+00 -5.900860237426081012e-01
8.692600962339053217e-01 2.530571694824153006e+00 -1.871394175648761760e-01
-1.337476907701786510e+00 -4.274552191185697347e-02 -7.923430820473831293e-01
6.036984536004276203e-01 2.786861254740018889e+00 2.399356957147745217e-01
-1.045376914855989103e-01 2.099812489862861398e+00 2.830079686758100177e-01
-2.633462568594713726e+00 -4.028595322579379689e-01 -4.459817649491633618e-01
-2.903899148162684352e+00 -1.775272566137086894e-01 7.943012286824725487e-01
-2.619501543747402295e+00 -4.360908211040809279e-02 1.471475183807414044e+00
-2.115776028462006852e+00 -2.646840711424500170e-01 -4.065906213240281786e-01
-2.464076285416421985e+00 -4.478146899631715860e-01 -8.702403502613443864e-01
-1.506262742611599759e+00 -2.365206749873907111e-01 -8.458427129778733899e-01
-2.986779417595919472e+00 -3.363181315325014520e-01 5.647361135164310486e-01
-2.860000022199683745e+00 -2.493517364222196386e-01 9.614830495499556706e-01
-2.845120119481739263e+00 -2.596784568816350447e-01 1.229069061564876664e-01
-2.950644499677581578e+00 -3.460068387083846120e-01 3.047463702216660630e-01
-2.929195753251462975e+00 -1.873029941437716062e-01 7.395030462624739842e-01
-2.907318807726743781e+00 -4.513110307846615599e-01 -2.906182278881469516e-01
-2.327140400044510837e+00 -1.452001437490029190e-01 1.150391394204326456e+00
