,Dimensionality,Parcels,Subject,Network
0,0.8444999044403613,1,02,VIS1
1,1.0848636435036436,1,03,VIS1
2,0.74156370390734,1,04,VIS1
3,0.9648637962606129,1,06,VIS1
4,0.7648690442443093,1,08,VIS1
5,0.9231478919517798,1,09,VIS1
6,0.7200433607310454,1,10,VIS1
7,0.5721130723177673,1,12,VIS1
8,1.0647036958039604,1,14,VIS1
9,0.69958062618381,1,15,VIS1
10,0.5777790123075581,1,18,VIS1
11,1.040161507566531,1,20,VIS1
12,0.6901772232365393,1,22,VIS1
13,0.663334624387796,1,25,VIS1
14,1.3795960577503714,1,27,VIS1
15,0.9871863154279998,1,29,VIS1
16,0.6931333199764865,1,31,VIS1
17,0.9124898952794414,1,17,VIS1
18,0.7142796544961233,1,19,VIS1
19,0.5861583176073717,1,21,VIS1
20,1.4129577780871379,1,24,VIS1
21,0.8542548029863787,1,26,VIS1
22,0.3637331670637116,1,28,VIS1
23,0.9604960538678426,1,30,VIS1
24,0.5145337669664408,2,02,VIS2
25,0.5300077174286082,2,03,VIS2
26,0.19965860542656985,2,04,VIS2
27,0.3728385096671602,2,06,VIS2
28,0.342564894790494,2,08,VIS2
29,0.3131407626137627,2,09,VIS2
30,0.5619309421861767,2,10,VIS2
31,0.054757719215715255,2,12,VIS2
32,0.08441739772593194,2,14,VIS2
33,0.4401185296003654,2,15,VIS2
34,0.10172412390158378,2,18,VIS2
35,0.18143748442000024,2,20,VIS2
36,0.40144813681084146,2,22,VIS2
37,0.20798721966707326,2,25,VIS2
38,0.8072269824997584,2,27,VIS2
39,0.6739790201514313,2,29,VIS2
40,0.06644231848889111,2,31,VIS2
41,0.37725911663963657,2,17,VIS2
42,0.2980843787076345,2,19,VIS2
43,0.06694785379236046,2,21,VIS2
44,0.34110792126577366,2,24,VIS2
45,0.16254998789295313,2,26,VIS2
46,0.01413396350425252,2,28,VIS2
47,0.14389049585035052,2,30,VIS2
48,0.41185424863218706,3,02,VIS2
49,0.6803554185067014,3,03,VIS2
50,0.04336752459336669,3,04,VIS2
51,0.6855565484738487,3,06,VIS2
52,0.2720649110197352,3,08,VIS2
53,0.27665132642482976,3,09,VIS2
54,0.4730174396595363,3,10,VIS2
55,0.22478697251067747,3,12,VIS2
56,0.23007223354375303,3,14,VIS2
57,0.07869154735488841,3,15,VIS2
58,0.10227378256131217,3,18,VIS2
59,0.2028300779455419,3,20,VIS2
60,0.16210820695223482,3,22,VIS2
61,0.11126014445220733,3,25,VIS2
62,0.5974343485121578,3,27,VIS2
63,0.23509029451851143,3,29,VIS2
64,0.17553223057577622,3,31,VIS2
65,0.2634582931761746,3,17,VIS2
66,0.17848942674123283,3,19,VIS2
67,0.07784256870316532,3,21,VIS2
68,0.38131481931159145,3,24,VIS2
69,0.01780592160869559,3,26,VIS2
70,0.0315733715139891,3,28,VIS2
71,0.17534241557239413,3,30,VIS2
72,1.2202455900911615,4,02,VIS2
73,1.3265815175136737,4,03,VIS2
74,0.9240029514087549,4,04,VIS2
75,1.1237385977082055,4,06,VIS2
76,0.8946678957437726,4,08,VIS2
77,1.1756600765106069,4,09,VIS2
78,0.7163387720666701,4,10,VIS2
79,0.6015188129461011,4,12,VIS2
80,1.0352814042689291,4,14,VIS2
81,0.761287676424045,4,15,VIS2
82,0.5652711957398444,4,18,VIS2
83,1.043092500125093,4,20,VIS2
84,0.7988467459707819,4,22,VIS2
85,0.7373443566618427,4,25,VIS2
86,1.6370944129483855,4,27,VIS2
87,1.080652866804613,4,29,VIS2
88,0.6608076748490861,4,31,VIS2
89,0.833822295503845,4,17,VIS2
90,0.7407595455123398,4,19,VIS2
91,0.4894614498882899,4,21,VIS2
92,1.4786397648606502,4,24,VIS2
93,1.0072063123169996,4,26,VIS2
94,0.2444549995391698,4,28,VIS2
95,1.149956899007832,4,30,VIS2
96,1.295025528364015,5,02,VIS2
97,1.2459694948339093,5,03,VIS2
