,Dimensionality,Parcels,Subject,Network
0,1.1244600465107029,1,02,VIS1
1,0.9734772305420158,1,03,VIS1
2,0.6398341521512315,1,04,VIS1
3,0.8659399636552263,1,06,VIS1
4,0.647861588409311,1,08,VIS1
5,0.9957679827022622,1,09,VIS1
6,0.4392002191161846,1,10,VIS1
7,0.4581125324021705,1,12,VIS1
8,0.8485403637977244,1,14,VIS1
9,0.531464499193932,1,15,VIS1
10,0.5239174408902401,1,18,VIS1
11,0.9789338041142841,1,20,VIS1
12,0.5439739246366189,1,22,VIS1
13,0.5391638415094078,1,25,VIS1
14,1.2997262584374984,1,27,VIS1
15,0.7604009126912723,1,29,VIS1
16,0.8057181010789054,1,31,VIS1
17,1.4282099604566687,1,17,VIS1
18,0.6386184163490031,1,19,VIS1
19,0.37657861068841036,1,21,VIS1
20,1.3033863247058184,1,24,VIS1
21,0.557631802543027,1,26,VIS1
22,0.34190947669199284,1,28,VIS1
23,0.5800079414912147,1,30,VIS1
24,0.27351762498623716,2,02,VIS2
25,0.34603749496227454,2,03,VIS2
26,0.1298894107516394,2,04,VIS2
27,0.24231212813049924,2,06,VIS2
28,0.2373197328163861,2,08,VIS2
29,0.48192946534831277,2,09,VIS2
30,0.8094549253800727,2,10,VIS2
31,0.16012811714154734,2,12,VIS2
32,0.057817319916545346,2,14,VIS2
33,0.2856979373506256,2,15,VIS2
34,0.19517775425773304,2,18,VIS2
35,0.1581377010406886,2,20,VIS2
36,0.25333577142136005,2,22,VIS2
37,0.10893360724700357,2,25,VIS2
38,0.763084608599937,2,27,VIS2
39,0.48935414023364493,2,29,VIS2
40,0.06435639244776052,2,31,VIS2
41,0.3402991996126099,2,17,VIS2
42,0.12081972799171264,2,19,VIS2
43,0.004620226949463027,2,21,VIS2
44,0.3933991581482296,2,24,VIS2
45,0.02548069685788659,2,26,VIS2
46,0.008753490020731928,2,28,VIS2
47,0.02536893778641497,2,30,VIS2
48,0.24376884595632572,3,02,VIS2
49,0.8635017977142405,3,03,VIS2
50,0.011729140887906324,3,04,VIS2
51,0.4809849961534156,3,06,VIS2
52,0.35443902022304213,3,08,VIS2
53,0.29381929586424244,3,09,VIS2
54,0.4651839806012011,3,10,VIS2
55,0.3883084290696565,3,12,VIS2
56,0.5160472166249719,3,14,VIS2
57,0.13296759946335507,3,15,VIS2
58,0.06134644359182551,3,18,VIS2
59,0.0703398937246109,3,20,VIS2
60,0.40767908956626203,3,22,VIS2
61,0.14588027913363733,3,25,VIS2
62,0.821879095670172,3,27,VIS2
63,0.18892308377566555,3,29,VIS2
64,0.2053384134860798,3,31,VIS2
65,0.20407756712771208,3,17,VIS2
66,0.14526131643914128,3,19,VIS2
67,0.04017080937525211,3,21,VIS2
68,0.3314497505793446,3,24,VIS2
69,0.06824079867085624,3,26,VIS2
70,0.14397142898214377,3,28,VIS2
71,0.1211402488890896,3,30,VIS2
72,1.526203969169696,4,02,VIS2
73,1.25247641447488,4,03,VIS2
74,0.6920298661288669,4,04,VIS2
75,1.0618722553850406,4,06,VIS2
76,0.6265652415512853,4,08,VIS2
77,1.0816333527427207,4,09,VIS2
78,0.4291151878264218,4,10,VIS2
79,0.4766477535494251,4,12,VIS2
80,1.191511363578449,4,14,VIS2
81,0.7446759246789066,4,15,VIS2
82,0.13517003894698543,4,18,VIS2
83,0.8633476764194759,4,20,VIS2
84,0.6701432451226017,4,22,VIS2
85,0.5645820167543333,4,25,VIS2
86,1.7059550279102353,4,27,VIS2
87,0.8440179522991044,4,29,VIS2
88,0.6673037028740593,4,31,VIS2
89,1.149441539205119,4,17,VIS2
90,0.5524831054865822,4,19,VIS2
91,0.28765607836822504,4,21,VIS2
92,1.2404336894607502,4,24,VIS2
93,0.6987382908682328,4,26,VIS2
94,0.39294941579043474,4,28,VIS2
95,0.8050682168035355,4,30,VIS2
96,1.584702422478346,5,02,VIS2
97,1.1505718427570137,5,03,VIS2
98,0.5718447946875993,5,04,VIS2
99,0.8349600391291023,5,06,VIS2
100,0.5566379658151065,5,08,VIS2
101,1.0916790374884862,5,09,VIS2
102,0.5137504193940009,5,10,VIS2
103,0.2893844490808966,5,12,VIS2
104,1.0454316712616814,5,14,VIS2
105,1.0440354920363915,5,15,VIS2
106,0.18675892962670823,5,18,VIS2
107,0.8141438460884175,5,20,VIS2
108,0.5610225037674946,5,22,VIS2
109,0.5543654055369989,5,25,VIS2
110,1.5018555708126908,5,27,VIS2
111,1.04277049773716,5,29,VIS2
112,1.011476592006442,5,31,VIS2
113,0.8885962811931165,5,17,VIS2
114,0.4200107003846472,5,19,VIS2
115,0.23635735350326056,5,21,VIS2
116,0.9059536675080258,5,24,VIS2
117,0.5822778901950916,5,26,VIS2
118,0.19031078753701713,5,28,VIS2
119,0.47614221624472863,5,30,VIS2
120,1.1453185480206018,6,02,VIS2
121,0.7813499507105517,6,03,VIS2
122,0.46081361763203965,6,04,VIS2
123,0.5312970584976057,6,06,VIS2
124,0.650232684276747,6,08,VIS2
125,0.8582284872576121,6,09,VIS2
126,0.4748304790621789,6,10,VIS2
127,0.26059659403759317,6,12,VIS2
128,0.724200309548969,6,14,VIS2
129,1.042886098584082,6,15,VIS2
130,0.18429583149192447,6,18,VIS2
131,0.4445544279620263,6,20,VIS2
132,0.3397456180775562,6,22,VIS2
133,0.5761972602494124,6,25,VIS2
134,1.3705410049467215,6,27,VIS2
135,0.7274115235596155,6,29,VIS2
136,0.4503702618498223,6,31,VIS2
137,0.475590761370212,6,17,VIS2
138,0.24883139656003306,6,19,VIS2
139,0.13494406515560942,6,21,VIS2
140,0.7619561289000183,6,24,VIS2
141,0.7190415080767214,6,26,VIS2
142,0.22524134410433114,6,28,VIS2
143,0.43397601412876885,6,30,VIS2
144,0.9072035037048117,7,02,VIS2
145,0.41476989865549824,7,03,VIS2
146,0.2659598188039436,7,04,VIS2
147,0.34712061071850553,7,06,VIS2
148,0.574249515475925,7,08,VIS2
149,0.7878820199111418,7,09,VIS2
150,0.10368514233089643,7,10,VIS2
151,0.01814544563613919,7,12,VIS2
152,0.3799127522659675,7,14,VIS2
153,0.4927743889896242,7,15,VIS2
154,0.016022625768459992,7,18,VIS2
155,0.5401569475725981,7,20,VIS2
156,0.3739860246790515,7,22,VIS2
157,0.12424303470522653,7,25,VIS2
158,0.9042966477711053,7,27,VIS2
159,0.14944890357581517,7,29,VIS2
160,0.19822094126637732,7,31,VIS2
161,0.23515544939013422,7,17,VIS2
162,0.06802451786672206,7,19,VIS2
163,0.0010626890607520977,7,21,VIS2
164,0.7478924472781348,7,24,VIS2
165,0.3043395954821098,7,26,VIS2
166,0.007177949021353048,7,28,VIS2
167,0.19716833524623328,7,30,VIS2
168,0.3054505000499634,8,02,SMN
169,0.10346996744978745,8,03,SMN
170,0.34733764726649363,8,04,SMN
171,0.5386225315665867,8,06,SMN
172,0.439405444037857,8,08,SMN
173,0.14507547637842624,8,09,SMN
174,0.4301833842912049,8,10,SMN
175,0.23413465917563525,8,12,SMN
176,0.3164893168380578,8,14,SMN
177,0.16526415318274046,8,15,SMN
178,0.040665213098948765,8,18,SMN
179,0.6216999238757758,8,20,SMN
180,0.23340562525171865,8,22,SMN
181,0.1355392378589185,8,25,SMN
182,0.9314352489266121,8,27,SMN
183,0.47810586115506426,8,29,SMN
184,0.003955571797305943,8,31,SMN
185,0.003329318544254232,8,17,SMN
186,0.11723234018311966,8,19,SMN
187,0.16313312025419882,8,21,SMN
188,0.4201595323654489,8,24,SMN
189,0.23768994134347401,8,26,SMN
190,0.0008462691630431366,8,28,SMN
191,0.06575295839657481,8,30,SMN
192,0.2716554592620548,9,02,SMN
193,0.34525839275570225,9,03,SMN
194,0.013757365117204236,9,04,SMN
195,0.17978089847054438,9,06,SMN
196,0.2045837399778206,9,08,SMN
197,0.17943761790807322,9,09,SMN
198,0.28948425282861595,9,10,SMN
199,0.053404478067733206,9,12,SMN
200,0.4469785640407113,9,14,SMN
201,0.025176206481076564,9,15,SMN
202,0.0035882964706425483,9,18,SMN
203,0.40003327760956714,9,20,SMN
204,0.46074408938687417,9,22,SMN
205,0.09061488980721298,9,25,SMN
206,0.2665680289860745,9,27,SMN
207,0.7116451590735192,9,29,SMN
208,0.0003232987211386286,9,31,SMN
209,0.0030956031529770687,9,17,SMN
210,0.13073829606266,9,19,SMN
211,0.04030821198482417,9,21,SMN
212,0.3548328674564147,9,24,SMN
213,0.04586845649364357,9,26,SMN
214,0.2754000039325108,9,28,SMN
215,0.08601473228363427,9,30,SMN
216,0.7884107195928045,10,02,CON
217,0.2947798057667413,10,03,CON
218,0.42566444552902105,10,04,CON
219,0.5505766191241264,10,06,CON
220,0.40384140468908564,10,08,CON
221,0.5908187264257392,10,09,CON
222,0.7722100760400884,10,10,CON
223,0.2926746125448651,10,12,CON
224,0.44176237358952675,10,14,CON
225,0.002945757702601512,10,15,CON
226,0.15157284133155752,10,18,CON
227,0.20002897840718115,10,20,CON
228,0.061071694773892356,10,22,CON
229,0.27786909517551756,10,25,CON
230,0.6703547396394904,10,27,CON
231,0.251596324212012,10,29,CON
232,0.030300840789620708,10,31,CON
233,0.23137849594257331,10,17,CON
234,0.25519641328361903,10,19,CON
235,0.009366925322636128,10,21,CON
236,0.5004263967929893,10,24,CON
237,0.16489758568993357,10,26,CON
238,0.6776016354702646,10,28,CON
239,0.025703827455586786,10,30,CON
240,0.5413534821292072,11,02,DAN
241,0.16975094965884446,11,03,DAN
242,0.10474495705605577,11,04,DAN
243,0.6750609723586525,11,06,DAN
244,0.17139587235118597,11,08,DAN
245,0.5840050320875813,11,09,DAN
246,0.32296947840526746,11,10,DAN
247,0.005911260694392426,11,12,DAN
248,0.03747682112193013,11,14,DAN
249,0.03979226248358259,11,15,DAN
250,0.26709761557258194,11,18,DAN
251,0.20536586930213327,11,20,DAN
252,0.21282969482796513,11,22,DAN
253,0.044418862486143705,11,25,DAN
254,0.33820066983267505,11,27,DAN
255,0.10260557961326558,11,29,DAN
256,0.01929419210474222,11,31,DAN
257,0.7249049294406051,11,17,DAN
258,0.5200996815409819,11,19,DAN
259,0.29274830306336524,11,21,DAN
260,0.46429465404868375,11,24,DAN
261,0.18209378762882578,11,26,DAN
262,0.061803697674723636,11,28,DAN
263,0.002321195498528822,11,30,DAN
264,0.5472039380047997,12,02,LAN
265,0.1512219172498622,12,03,LAN
266,0.294294556819053,12,04,LAN
267,0.6070543235503872,12,06,LAN
268,0.04940655837845421,12,08,LAN
269,0.42364101159902867,12,09,LAN
270,0.7516100690633882,12,10,LAN
271,0.47903158941467827,12,12,LAN
272,0.26862879494617264,12,14,LAN
273,0.0029101759529116897,12,15,LAN
274,0.07735265728365819,12,18,LAN
275,0.3543702533303232,12,20,LAN
276,0.05647275480473227,12,22,LAN
277,0.08384479673789248,12,25,LAN
278,0.5389544094547682,12,27,LAN
279,0.6447018646891961,12,29,LAN
280,0.00033492542517009723,12,31,LAN
281,0.6026867237304724,12,17,LAN
282,0.2867057358755101,12,19,LAN
283,0.07257057386149368,12,21,LAN
284,0.44382144399789675,12,24,LAN
285,0.17789429920559158,12,26,LAN
286,0.00030003575439364384,12,28,LAN
287,0.2769872706147974,12,30,LAN
288,1.1532232186114193,13,02,VIS2
289,0.8825841931004286,13,03,VIS2
290,0.6077429042761705,13,04,VIS2
291,0.6023012404314341,13,06,VIS2
292,0.5527916991125297,13,08,VIS2
293,0.6586020855649399,13,09,VIS2
294,0.622765692279976,13,10,VIS2
295,0.42592713391838033,13,12,VIS2
296,0.6162515208498068,13,14,VIS2
297,1.0542243632858306,13,15,VIS2
298,0.11042654358110894,13,18,VIS2
299,0.3703265008574964,13,20,VIS2
300,0.3198881960835875,13,22,VIS2
301,0.8652252013476583,13,25,VIS2
302,0.7796571563432212,13,27,VIS2
303,1.1755302886912649,13,29,VIS2
304,0.10385152431745848,13,31,VIS2
305,0.46869055799659554,13,17,VIS2
306,0.3200316971720133,13,19,VIS2
307,0.06007954867067667,13,21,VIS2
308,0.506420778402082,13,24,VIS2
309,0.3723490063829994,13,26,VIS2
310,0.29106581623866257,13,28,VIS2
311,0.463990252627205,13,30,VIS2
312,0.8357552346011561,14,02,FPN
313,0.812263363449982,14,03,FPN
314,0.19881284221215154,14,04,FPN
315,0.6702677017406631,14,06,FPN
316,0.6267123182501739,14,08,FPN
317,0.31289654703242453,14,09,FPN
318,0.28271937522253054,14,10,FPN
319,0.39920114595017847,14,12,FPN
320,0.613514266406445,14,14,FPN
321,0.051608383472561435,14,15,FPN
322,0.4372821998770132,14,18,FPN
