,Dimensionality,Parcels,Subject,Network
0,1.0302309060153154,1,02,VIS1
1,1.1212496648074426,1,03,VIS1
2,0.7091767606597263,1,04,VIS1
3,0.8623913272218952,1,06,VIS1
4,0.6869156482377015,1,08,VIS1
5,0.918193909159483,1,09,VIS1
6,0.5300597077442244,1,10,VIS1
7,0.4416018060836708,1,12,VIS1
8,1.0808732135387165,1,14,VIS1
9,0.3734072650011956,1,15,VIS1
10,0.4668439618726348,1,18,VIS1
11,0.9616606378318173,1,20,VIS1
12,0.3361495196517772,1,22,VIS1
13,0.6201739667651569,1,25,VIS1
14,1.0763846439522828,1,27,VIS1
15,0.9761697642362029,1,29,VIS1
16,1.1474954876604526,1,31,VIS1
17,0.9350843671389439,1,17,VIS1
18,0.8046801264139639,1,19,VIS1
19,0.32964206775345084,1,21,VIS1
20,1.6449584655407221,1,24,VIS1
21,0.7728997175134071,1,26,VIS1
22,0.30864575280794493,1,28,VIS1
23,0.7433057071146426,1,30,VIS1
24,0.2656572510882541,2,02,VIS2
25,0.204355482711955,2,03,VIS2
26,0.1651825989202732,2,04,VIS2
27,0.11521729824560872,2,06,VIS2
28,0.08428900573385183,2,08,VIS2
29,0.13679696991975798,2,09,VIS2
30,0.4398485614511399,2,10,VIS2
31,0.09383678592440985,2,12,VIS2
32,0.049676377806356406,2,14,VIS2
33,0.28108647030073186,2,15,VIS2
34,0.2464158651559301,2,18,VIS2
35,0.14359450157423523,2,20,VIS2
36,0.2917810267482131,2,22,VIS2
37,0.27137525174962035,2,25,VIS2
38,0.963524363366474,2,27,VIS2
39,0.4204577282492656,2,29,VIS2
40,0.22696865743317518,2,31,VIS2
41,0.17168206925057913,2,17,VIS2
42,0.17728204871061978,2,19,VIS2
43,0.0959840931445209,2,21,VIS2
44,0.5058430066392139,2,24,VIS2
45,0.1347489769105317,2,26,VIS2
46,0.00042366581730078455,2,28,VIS2
47,0.028830395956967906,2,30,VIS2
48,0.29414766183076363,3,02,VIS2
49,0.8289818140227236,3,03,VIS2
50,0.1601378974963554,3,04,VIS2
51,0.3648676869032711,3,06,VIS2
52,0.2698238053038928,3,08,VIS2
53,0.2818295925335083,3,09,VIS2
54,0.16776972023879105,3,10,VIS2
55,0.14877111100818613,3,12,VIS2
56,0.4772722584005154,3,14,VIS2
57,0.07190829379764982,3,15,VIS2
58,0.26888869159511214,3,18,VIS2
59,7.709295362713192e-05,3,20,VIS2
60,0.3701239058531147,3,22,VIS2
61,0.025775487624633112,3,25,VIS2
62,0.5916212065632692,3,27,VIS2
63,0.2432838321915369,3,29,VIS2
64,0.40539963483383246,3,31,VIS2
65,0.08214488508315283,3,17,VIS2
66,0.3598828569894698,3,19,VIS2
67,0.019167578814193405,3,21,VIS2
68,0.37593576993766464,3,24,VIS2
69,0.1636722929388759,3,26,VIS2
70,0.0706447106995864,3,28,VIS2
71,0.07257512173254321,3,30,VIS2
72,1.5953290687163402,4,02,VIS2
73,1.257118524218519,4,03,VIS2
74,0.8761561741630793,4,04,VIS2
75,1.101747571597759,4,06,VIS2
76,0.5621203137384658,4,08,VIS2
77,1.0560073479308143,4,09,VIS2
78,0.5427176206811606,4,10,VIS2
79,0.6186022728642081,4,12,VIS2
80,1.2657325332258782,4,14,VIS2
81,0.49743222361338857,4,15,VIS2
82,0.19258429955908943,4,18,VIS2
83,1.0119839503421642,4,20,VIS2
84,0.5274517474939446,4,22,VIS2
85,0.7689478765559798,4,25,VIS2
86,1.7551302270928149,4,27,VIS2
87,1.1398199184768678,4,29,VIS2
88,1.291078939996553,4,31,VIS2
89,1.1215629388357107,4,17,VIS2
90,0.8178902958796955,4,19,VIS2
91,0.21269946220246938,4,21,VIS2
92,1.5352025011095838,4,24,VIS2
93,1.119071850713489,4,26,VIS2
94,0.36980727446690037,4,28,VIS2
95,1.1361775142805435,4,30,VIS2
96,1.6669289825050082,5,02,VIS2
97,1.2796476417383769,5,03,VIS2
98,1.090910601185839,5,04,VIS2
