,Dimensionality,Parcels,Subject,Network
0,0.8559707798383251,1,02,VIS1
1,1.093901450857169,1,03,VIS1
2,0.7379234967242417,1,04,VIS1
3,0.9174431454944724,1,06,VIS1
4,0.6449225699399209,1,08,VIS1
5,0.7768638179056444,1,09,VIS1
6,0.6408672373154414,1,10,VIS1
7,0.6192450097737406,1,12,VIS1
8,0.7876582153988929,1,14,VIS1
9,0.5541517205002556,1,15,VIS1
10,0.5756708594133921,1,18,VIS1
11,0.91149449016441,1,20,VIS1
12,0.42290222250343046,1,22,VIS1
13,0.7649882777220243,1,25,VIS1
14,1.5257045877331366,1,27,VIS1
15,0.774476916190898,1,29,VIS1
16,0.6610111244624499,1,31,VIS1
17,0.8237852750746264,1,17,VIS1
18,0.7565721285626841,1,19,VIS1
19,0.495095951387752,1,21,VIS1
20,1.373824544839797,1,24,VIS1
21,0.9339654724554053,1,26,VIS1
22,0.286328483899586,1,28,VIS1
23,0.8009101603208032,1,30,VIS1
24,0.3306524811651002,2,02,VIS2
25,0.49423576439251715,2,03,VIS2
26,0.09076268056541605,2,04,VIS2
27,0.381900172590201,2,06,VIS2
28,0.3364693327678139,2,08,VIS2
29,0.19605677134160068,2,09,VIS2
30,0.4335722192451725,2,10,VIS2
31,0.10109111472007047,2,12,VIS2
32,0.0159437025396889,2,14,VIS2
33,0.4967355623929308,2,15,VIS2
34,0.04511363524781117,2,18,VIS2
35,0.32897882631883496,2,20,VIS2
36,0.33974775554392894,2,22,VIS2
37,0.2815584017288096,2,25,VIS2
38,1.1004767037319338,2,27,VIS2
39,0.4760899161927804,2,29,VIS2
40,0.1577594438628984,2,31,VIS2
41,0.6290940433762336,2,17,VIS2
42,0.3720701064338049,2,19,VIS2
43,0.22879414862522737,2,21,VIS2
44,0.3237360568414312,2,24,VIS2
45,0.19458723975278883,2,26,VIS2
46,0.00040348345346940216,2,28,VIS2
47,0.14137131276448311,2,30,VIS2
48,0.48567542679878806,3,02,VIS2
49,0.5705398367680722,3,03,VIS2
50,0.03527881108947518,3,04,VIS2
51,0.673646153442539,3,06,VIS2
52,0.02076729752544115,3,08,VIS2
53,0.19194880928958694,3,09,VIS2
54,0.40266716382455436,3,10,VIS2
55,0.3194210189068571,3,12,VIS2
56,0.15251303194756416,3,14,VIS2
57,0.01920663115168738,3,15,VIS2
58,0.02445129491820276,3,18,VIS2
59,0.14569417099187162,3,20,VIS2
60,0.1529337731766407,3,22,VIS2
