,Dimensionality,Layer,Subject
0,0.7507184736835143,1,02
1,1.5385880906190816,2,02
2,1.38796117116362,3,02
3,1.2920775268195044,4,02
4,1.2324407623231133,5,02
5,1.2203036113103118,6,02
6,1.2231401069304915,7,02
7,1.2346595842988315,8,02
8,1.25384757664445,9,02
9,1.2884254835156825,10,02
10,1.3105522894241748,11,02
11,0.7982394486245274,12,02
12,1.148538837283353,1,03
13,1.6425259708217221,2,03
14,1.3967606458826423,3,03
15,1.3054542840303012,4,03
16,1.2513240617884773,5,03
17,1.2557294933183307,6,03
18,1.2339451197163394,7,03
19,1.2461967980920137,8,03
20,1.2625949320369085,9,03
21,1.2812363612507598,10,03
22,1.3106945341571097,11,03
23,1.0414163709203739,12,03
24,0.24600047125471383,1,04
25,1.1448303395668533,2,04
26,1.1008568506941128,3,04
27,1.0813646240302246,4,04
28,1.061272273251643,5,04
29,1.053005165133013,6,04
30,1.0493992335076394,7,04
31,1.0452092078012996,8,04
32,1.0397920762525834,9,04
33,1.0379619926363886,10,04
34,1.0258171324253134,11,04
35,0.25127302205058677,12,04
36,0.391032753490771,1,06
37,1.3767106139411103,2,06
38,1.25886328477569,3,06
39,1.1749138889531647,4,06
40,1.1325684240419707,5,06
41,1.1219274396945775,6,06
42,1.1221893090711714,7,06
43,1.1252529729493521,8,06
44,1.1257754509999336,9,06
45,1.1307795973471708,10,06
46,1.1243367450768744,11,06
47,0.6306338346655561,12,06
48,0.47945778485512036,1,08
49,1.4592851102536293,2,08
50,1.2813610768385029,3,08
51,1.1817484011972756,4,08
52,1.15624624039447,5,08
53,1.1370193642301285,6,08
54,1.1228596241289077,7,08
55,1.1133639730277338,8,08
56,1.1056891948754426,9,08
57,1.092602412731243,10,08
58,1.0873341808778183,11,08
59,0.20184898015519961,12,08
60,0.5030915959228064,1,09
61,1.4547457220517355,2,09
62,1.3139925691520908,3,09
63,1.1971756009149488,4,09
64,1.136876423822154,5,09
65,1.0974960386836219,6,09
66,1.0689955216535603,7,09
67,1.0472206819122916,8,09
68,1.0316055179954322,9,09
69,1.0247900144384092,10,09
70,1.0217071329164904,11,09
71,0.4710317236119667,12,09
72,0.7210418793199637,1,10
73,1.6817322678470044,2,10
74,1.3688779975209897,3,10
75,1.2350980157945037,4,10
76,1.1893531189510793,5,10
77,1.181362834658597,6,10
78,1.1930260949009883,7,10
79,1.2184842425330968,8,10
80,1.243476706302167,9,10
81,1.2765778105548276,10,10
82,1.3038656332514278,11,10
83,1.3609596445482353,12,10
84,0.21260466052272367,1,12
85,1.1800723152799069,2,12
86,1.1702443839308478,3,12
87,1.1514137292080693,4,12
88,1.163944760453407,5,12
89,1.1776881210526904,6,12
90,1.191961172129606,7,12
91,1.1970738332187987,8,12
92,1.2071074776615043,9,12
93,1.2190113718917035,10,12
94,1.2390324704776623,11,12
95,0.7282147746972432,12,12
96,0.27206187880774424,1,14
97,1.3774444657306582,2,14
98,1.2386733016214533,3,14
99,1.1775728870126858,4,14
100,1.1576722962249417,5,14
101,1.1416945165324055,6,14
102,1.1348128666938064,7,14
103,1.1273843570048694,8,14
104,1.1220656364584594,9,14
105,1.1164963656095634,10,14
106,1.1118033157330391,11,14
107,0.6547390472170732,12,14
108,0.3975441340542015,1,15
109,1.4209521426774874,2,15
110,1.2518605167183217,3,15
111,1.1848325514544094,4,15
112,1.1191454534279663,5,15
113,1.0744000339363444,6,15
114,1.045661170733621,7,15
115,1.035726714963708,8,15
116,1.035695961464931,9,15
117,1.047207056293419,10,15
118,1.0662882916235834,11,15
119,0.8322568495561934,12,15
120,0.2763032100491094,1,18
121,1.2521787207910848,2,18
122,1.168096270123859,3,18
123,1.1039116375494946,4,18
124,1.084236317972274,5,18
125,1.0627566209696349,6,18
126,1.0469548994576168,7,18
127,1.037174575480514,8,18
128,1.0290838636850181,9,18
129,1.0314670314328829,10,18
130,1.02235970780127,11,18
131,0.1013123148768201,12,18
132,0.06630429830584532,1,20
133,1.145834952246469,2,20
134,1.1498019515220996,3,20
135,1.146021209724753,4,20
136,1.1602242275548538,5,20
137,1.1740299038415096,6,20
138,1.1866306660552532,7,20
139,1.194158550530786,8,20
140,1.2070483788990385,9,20
141,1.20338883610127,10,20
142,1.1824635966046366,11,20
143,0.7846042378957333,12,20
144,0.6678871480310565,1,22
145,1.9567393649717606,2,22
146,1.5704425558331465,3,22
147,1.4366758378264097,4,22
148,1.3782420682654726,5,22
149,1.3565108598377515,6,22
150,1.3680943150603344,7,22
151,1.404679743346862,8,22
152,1.4670253078491806,9,22
153,1.5092535138792194,10,22
154,1.5565879806360432,11,22
155,0.8789706100978288,12,22
156,0.39244633522010486,1,25
157,1.4581929714436703,2,25
158,1.3229496033108272,3,25
159,1.2442995106396224,4,25
160,1.1945131753164993,5,25
161,1.1726717804114606,6,25
162,1.1619602491109093,7,25
163,1.1673289263857685,8,25
164,1.176743781835749,9,25
165,1.1868491172281874,10,25
166,1.2010597282813236,11,25
167,0.5731198119616991,12,25
168,1.1537283483895684,1,27
169,2.348452260350761,2,27
170,1.6622267549708265,3,27
171,1.4692440083216642,4,27
172,1.3763101751369156,5,27
173,1.3336599344402325,6,27
174,1.3280128812377623,7,27
175,1.3525200526768395,8,27
176,1.3817606005043044,9,27
177,1.4242875397158878,10,27
178,1.4843131847132969,11,27
179,1.4634529327505525,12,27
180,0.5890261817529386,1,29
181,1.4081240949282934,2,29
182,1.2403944243900082,3,29
183,1.1603719442241565,4,29
184,1.1291445772542672,5,29
185,1.1197597999278828,6,29
186,1.1162663543105535,7,29
187,1.1218650271782165,8,29
188,1.133087866229052,9,29
189,1.129961525953371,10,29
190,1.1397571230511858,11,29
191,0.8762866012126658,12,29
192,0.1450645537717797,1,31
193,1.1043057168224693,2,31
194,1.1271794735304308,3,31
195,1.0943172855565726,4,31
196,1.0777922925085182,5,31
197,1.0618653856530271,6,31
198,1.0688113525753942,7,31
199,1.0852558126593106,8,31
200,1.1093723757377463,9,31
201,1.135847495587712,10,31
202,1.1463897079706535,11,31
203,0.5964916775855298,12,31
204,0.4352343178386893,1,17
205,1.6491841614954663,2,17
206,1.367460384404886,3,17
207,1.259752025726128,4,17
208,1.1940814112843208,5,17
209,1.1688291798624526,6,17
210,1.1555737503326626,7,17
211,1.164273002180513,8,17
212,1.2020372971216164,9,17
213,1.250753737143853,10,17
214,1.296613367464507,11,17
215,0.7703036702382691,12,17
216,0.32593965930105623,1,19
217,1.4595471927126318,2,19
218,1.3540688132774672,3,19
219,1.2458131030848656,4,19
220,1.1840408057229925,5,19
221,1.1569200341276764,6,19
222,1.143877491356794,7,19
223,1.1531745653778864,8,19
224,1.1700605251798155,9,19
225,1.1820515321841645,10,19
226,1.1945881255005182,11,19
227,0.551919482693036,12,19
228,0.10515111924474453,1,21
229,1.120326256883367,2,21
230,1.151101323641526,3,21
231,1.0785969905290995,4,21
232,1.0414713717019553,5,21
233,1.0133047873017562,6,21
234,0.9936693377371532,7,21
235,0.98689833087191,8,21
236,0.988834361225705,9,21
237,1.0040282368882518,10,21
238,1.0135405150157708,11,21
239,0.06819251373331188,12,21
240,0.5686411593773493,1,24
241,1.6646470253136347,2,24
242,1.4426224465138833,3,24
243,1.3303676662326207,4,24
244,1.2850357445753822,5,24
245,1.2710523908338374,6,24
246,1.270457151391584,7,24
247,1.2758501999370835,8,24
248,1.2885306223325892,9,24
249,1.3144509498784218,10,24
250,1.3451622259295222,11,24
251,1.6343284796807918,12,24
252,0.745993408796251,1,26
253,1.8324553492155191,2,26
254,1.4516298342722767,3,26
255,1.2905779124319334,4,26
256,1.225251346915166,5,26
257,1.18648433139047,6,26
258,1.159306954051743,7,26
259,1.1394585759244291,8,26
260,1.132064065685174,9,26
261,1.1230351598702053,10,26
262,1.1187305628086366,11,26
263,0.6454259203270157,12,26
264,0.14195463436922956,1,28
265,1.0421881743683798,2,28
266,1.09697516661977,3,28
267,1.0787137219977287,4,28
268,1.0601972435129026,5,28
269,1.0453303929132054,6,28
270,1.0343936887108156,7,28
271,1.031624960701296,8,28
272,1.0198427585228471,9,28
273,1.0069454638792665,10,28
274,0.9866946903985954,11,28
275,0.0001663929845983132,12,28
276,0.15489195231330397,1,30
277,1.2016983367818186,2,30
278,1.128865686084247,3,30
279,1.0814043044225572,4,30
280,1.0463275251868238,5,30
281,1.0272724724939124,6,30
282,1.0211362376959898,7,30
283,1.0140137930034208,8,30
284,1.0160431370250778,9,30
285,1.0119462405220538,10,30
286,1.0280904973859923,11,30
287,0.08922545831594954,12,30
