,Dimensionality,Layer,Subject
0,0.7507184736835143,1,02
1,0.7931653409288787,2,02
2,0.7752387790426148,3,02
3,0.875747818264755,4,02
4,0.7128614776662875,5,02
5,0.5658314863794937,6,02
6,0.4161019200682137,7,02
7,0.3163017077127834,8,02
8,0.3091355934919391,9,02
9,0.3023473804159655,10,02
10,0.17688657602086183,11,02
11,0.6201026299703616,12,02
12,1.148538837283353,1,03
13,1.1431703338951276,2,03
14,1.2082928623672742,3,03
15,1.2909798096920773,4,03
16,1.1298191001228344,5,03
17,1.1016949077169866,6,03
18,0.8852331099470411,7,03
19,0.8350299866523264,8,03
20,0.6834054538754682,9,03
21,0.5625623957617599,10,03
22,0.5084179889282082,11,03
23,0.9994448387560002,12,03
24,0.24600047125471383,1,04
25,0.2834950929987776,2,04
26,0.2585494348756796,3,04
27,0.27546405839373217,4,04
28,0.16446886365485924,5,04
29,0.0878140725581392,6,04
30,0.07250013723322783,7,04
31,0.08690467848596899,8,04
32,0.06406922362926525,9,04
33,0.05588326061023309,10,04
34,0.013362139718214672,11,04
35,0.3124236111696046,12,04
36,0.391032753490771,1,06
37,0.3625833613268713,2,06
38,0.3869365523719553,3,06
39,0.42788906838929136,4,06
40,0.40842963259707626,5,06
41,0.42531532350620893,6,06
42,0.4132136258279035,7,06
43,0.43998467712746075,8,06
44,0.5049911473038038,9,06
45,0.4716935087336452,10,06
46,0.3373783252376443,11,06
47,0.6239279568556507,12,06
48,0.47945778485512036,1,08
49,0.5123876373536612,2,08
50,0.5560822564965513,3,08
51,0.6334187518340355,4,08
52,0.6447038547831546,5,08
53,0.6030407243140743,6,08
54,0.4777040952635569,7,08
55,0.4297577331736924,8,08
56,0.36475860826821643,9,08
57,0.33073013139547053,10,08
58,0.23965364609544207,11,08
59,0.3135299168629321,12,08
60,0.5030915959228064,1,09
61,0.45559436990365565,2,09
62,0.4117410897745747,3,09
63,0.37891011643479255,4,09
64,0.36565207237325353,5,09
65,0.3063885810981891,6,09
66,0.27051067578822546,7,09
67,0.2629561973483272,8,09
68,0.18425818799529944,9,09
69,0.18941918862182228,10,09
70,0.10309688299987302,11,09
71,0.5670477047077533,12,09
72,0.7210418793199637,1,10
73,0.767258508602727,2,10
74,0.767230704234827,3,10
75,0.7810596814708589,4,10
76,0.810021478274821,5,10
77,0.7489567643302486,6,10
78,0.7506414002025052,7,10
79,0.6955743760149276,8,10
80,0.7083384498217034,9,10
81,0.6248172229167483,10,10
82,0.3721580470084371,11,10
83,1.2145244096043144,12,10
84,0.21260466052272367,1,12
85,0.2177657888009059,2,12
86,0.24359700614747018,3,12
87,0.28494479196436445,4,12
88,0.28834512434185605,5,12
89,0.39320235481208626,6,12
90,0.4121380290585055,7,12
91,0.5147283838696687,8,12
92,0.47363162410673426,9,12
93,0.48512443117679976,10,12
94,0.4021771747518982,11,12
95,0.7864940336609285,12,12
96,0.27206187880774424,1,14
97,0.27718713740425327,2,14
98,0.23264544649190766,3,14
99,0.23859004186163157,4,14
100,0.30772032277094225,5,14
101,0.3104346895239098,6,14
102,0.2416507594434518,7,14
103,0.21101750328296595,8,14
104,0.20619840568929282,9,14
105,0.24937773231748547,10,14
106,0.22269367129390197,11,14
107,0.6437888999999936,12,14
108,0.3975441340542015,1,15
109,0.39941376192350153,2,15
110,0.3415463989209965,3,15
111,0.34058228602421625,4,15
112,0.3325858203846343,5,15
113,0.2580392162273237,6,15
114,0.2022466921960048,7,15
115,0.1806529377514591,8,15
116,0.17254178051098437,9,15
117,0.14809447512008067,10,15
118,0.10081318465987804,11,15
119,0.6803399016738211,12,15
120,0.2763032100491094,1,18
121,0.2555041235405231,2,18
122,0.2681050908503313,3,18
123,0.28690701964818593,4,18
124,0.30837131827651004,5,18
125,0.28887885379068484,6,18
126,0.2641245606702511,7,18
127,0.2949643268157509,8,18
128,0.3183886407044054,9,18
129,0.31978019345099024,10,18
130,0.166561939759188,11,18
131,0.15048166395832174,12,18
132,0.06630429830584532,1,20
133,0.06170372521644093,2,20
134,0.03683979308073483,3,20
135,0.04092074883249065,4,20
136,0.09176768845010197,5,20
137,0.1605762055373558,6,20
138,0.2096635656696799,7,20
139,0.22385468668186784,8,20
140,0.16838501781279278,9,20
141,0.2476945592877376,10,20
142,0.29005823535495495,11,20
143,0.717761951680495,12,20
144,0.6678871480310565,1,22
145,0.6630699860536545,2,22
146,0.683592352231464,3,22
147,0.6981561380841372,4,22
148,0.7403347062717982,5,22
149,0.6978998995529454,6,22
150,0.6975868048983319,7,22
151,0.6567958399421229,8,22
152,0.5500321067876964,9,22
153,0.3899813789959602,10,22
154,0.3061405516058365,11,22
155,0.7024756238097201,12,22
156,0.39244633522010486,1,25
157,0.4284556463477572,2,25
158,0.42137078897095276,3,25
159,0.407344135277129,4,25
160,0.2926654860461653,5,25
161,0.2611588206052658,6,25
162,0.20789619027475068,7,25
163,0.11588274558923058,8,25
164,0.0647258907344514,9,25
165,0.03390618185534966,10,25
166,0.025024856956166363,11,25
167,0.4852383667437533,12,25
168,1.1537283483895684,1,27
169,1.1841775056714898,2,27
170,1.1313906187320482,3,27
171,1.2469925240965443,4,27
172,1.205099813280812,5,27
173,1.3397794310057423,6,27
174,1.2943209368198192,7,27
175,1.16178901890399,8,27
176,1.0506712797989903,9,27
177,0.8745595405241726,10,27
178,0.9767283745381089,11,27
179,1.474268627438268,12,27
180,0.5890261817529386,1,29
181,0.5651350061400517,2,29
182,0.5131165531010277,3,29
183,0.5226398478320067,4,29
184,0.5091011669051433,5,29
185,0.5157471031809888,6,29
186,0.5228089501166903,7,29
187,0.3586329133113231,8,29
188,0.29975376324000835,9,29
189,0.3020850449258342,10,29
190,0.32034533422983696,11,29
191,1.015914389998089,12,29
192,0.1450645537717797,1,31
193,0.1533961060089749,2,31
194,0.1532051329400349,3,31
195,0.18867366982187192,4,31
196,0.13891056350057226,5,31
197,0.10555249680338215,6,31
198,0.04876512858360245,7,31
199,0.027068560184032725,8,31
200,0.046191711947558216,9,31
201,0.08126767151633976,10,31
202,0.04268543208895007,11,31
203,0.5461302825663302,12,31
204,0.4352343178386893,1,17
205,0.47202027695972726,2,17
206,0.5537014849363023,3,17
207,0.7004973437703006,4,17
208,0.6815043040837305,5,17
209,0.7633812286374508,6,17
210,0.7659013058316926,7,17
211,0.6111907162820965,8,17
212,0.5851886225241487,9,17
213,0.48474735075313996,10,17
214,0.38888154277650283,11,17
215,0.9617016105309865,12,17
216,0.32593965930105623,1,19
217,0.34903663854379147,2,19
218,0.3506539610263821,3,19
219,0.4092182573562579,4,19
220,0.4841549250135742,5,19
221,0.4495915856875739,6,19
222,0.4262191151159754,7,19
223,0.4562336070188434,8,19
224,0.40274359447763797,9,19
225,0.38939684269394864,10,19
226,0.36767443738925554,11,19
227,0.5227279388628582,12,19
228,0.10515111924474453,1,21
229,0.13602420569607046,2,21
230,0.1429503986901347,3,21
231,0.09672800999944853,4,21
232,0.15108677503957302,5,21
233,0.23234872949860375,6,21
234,0.18295783477693955,7,21
235,0.11364304213992697,8,21
236,0.11867250380424779,9,21
237,0.10176853960414418,10,21
238,0.06682810012935961,11,21
239,0.0815448688094235,12,21
240,0.5686411593773493,1,24
241,0.5789947046227236,2,24
242,0.614891106358306,3,24
243,0.7219488396397687,4,24
244,0.7314064330876263,5,24
245,0.8313315600563573,6,24
246,0.7721184805377037,7,24
247,0.642535558454196,8,24
248,0.530481591261481,9,24
249,0.5627159351660842,10,24
250,0.4951132848237689,11,24
251,1.5941779075186902,12,24
252,0.745993408796251,1,26
253,0.7281423004666352,2,26
254,0.7146583967612039,3,26
255,0.656800019211612,4,26
256,0.6475800622585455,5,26
257,0.6969843525039581,6,26
258,0.6120064953217306,7,26
259,0.5341422293529993,8,26
260,0.35309168583577005,9,26
261,0.24911889871128656,10,26
262,0.20534733698655586,11,26
263,0.7219512359054507,12,26
264,0.14195463436922956,1,28
265,0.14199112809552125,2,28
266,0.18735419861189584,3,28
267,0.23261946295027705,4,28
268,0.15435525204982906,5,28
269,0.10193216999766841,6,28
270,0.08485313008854141,7,28
271,0.10918580986005515,8,28
272,0.06040923611211669,9,28
273,0.042429757310799544,10,28
274,0.0060952900550062085,11,28
275,0.005219358871759002,12,28
276,0.15489195231330397,1,30
277,0.1371801735972038,2,30
278,0.09050921474873877,3,30
279,0.08907651600757942,4,30
280,0.080716061492122,5,30
281,0.07786190405893485,6,30
282,0.06764877999450815,7,30
283,0.03719264517299358,8,30
284,0.034078122901024695,9,30
285,0.010874028338512197,10,30
286,0.014187048280561677,11,30
287,0.16723041017695928,12,30
