,Dimensionality,Layer,Subject
0,0.7507184736835143,1,02
1,0.7605916735330215,2,02
2,0.8211369100923394,3,02
3,0.7981520584087807,4,02
4,0.826983604226448,5,02
5,0.917179628509806,6,02
6,0.969514397768155,7,02
7,1.0571637642250176,8,02
8,1.1428336035826936,9,02
9,1.2606154229361817,10,02
10,1.2251033168424168,11,02
11,0.6230271359695213,12,02
12,1.148538837283353,1,03
13,1.147042168661175,2,03
14,1.1295153721430071,3,03
15,1.1628643093486697,4,03
16,1.2165216538324206,5,03
17,1.0994723087820448,6,03
18,1.1435868484960132,7,03
19,1.178635590819609,8,03
20,1.1468327104835148,9,03
21,1.126282035116076,10,03
22,0.9391077373271404,11,03
23,0.7291487261995039,12,03
24,0.24600047125471383,1,04
25,0.20434746955186217,2,04
26,0.2172876820932831,3,04
27,0.24807986704396168,4,04
28,0.2775074699698217,5,04
29,0.34090817561803555,6,04
30,0.3364343586547276,7,04
31,0.3662000693999765,8,04
32,0.39980240120470156,9,04
33,0.3159575052602209,10,04
34,0.2986852034281278,11,04
35,0.195945925017244,12,04
36,0.391032753490771,1,06
37,0.3495102167561225,2,06
38,0.39290000640780304,3,06
39,0.45466882850482804,4,06
40,0.4348643305543816,5,06
41,0.41971232424221877,6,06
42,0.4796032531343701,7,06
43,0.47836279496149176,8,06
44,0.5564980083599137,9,06
45,0.6960771815464486,10,06
46,0.6871191571440678,11,06
47,0.5344212872699974,12,06
48,0.47945778485512036,1,08
49,0.4363929512332023,2,08
50,0.5414770719276324,3,08
51,0.4986444294929107,4,08
52,0.5010149176947503,5,08
53,0.5285059695368445,6,08
54,0.5904540564072691,7,08
55,0.6590344433154893,8,08
56,0.6830938433515106,9,08
57,0.6573186970098202,10,08
58,0.7131994949544137,11,08
59,0.4686112423685834,12,08
60,0.5030915959228064,1,09
61,0.44296224545934204,2,09
62,0.4598146591847303,3,09
63,0.41961186641280906,4,09
64,0.4937834044826109,5,09
65,0.49433845869205795,6,09
66,0.6002905173326251,7,09
67,0.641461019523292,8,09
68,0.60012597376869,9,09
69,0.6203192082111327,10,09
70,0.524243340904234,11,09
71,0.3886619388362578,12,09
72,0.7210418793199637,1,10
73,0.7069091209225031,2,10
74,0.7073605818954779,3,10
75,0.7507314324691566,4,10
76,0.7820788695228087,5,10
77,0.7474854754996317,6,10
78,0.783541684264347,7,10
79,0.7347186994059258,8,10
80,0.7527275331128043,9,10
81,0.7627876987978155,10,10
82,0.8081434120218701,11,10
83,0.9104994946175528,12,10
84,0.21260466052272367,1,12
85,0.23218251428692638,2,12
86,0.22134535342416542,3,12
87,0.23853921234045863,4,12
88,0.2667236359592417,5,12
89,0.31208185357238544,6,12
90,0.37705682792184037,7,12
91,0.40253172229990897,8,12
92,0.4684431578252167,9,12
93,0.4608707541473438,10,12
94,0.4226568678357972,11,12
95,0.6539317256671722,12,12
96,0.27206187880774424,1,14
97,0.31826353090845577,2,14
98,0.33153609436543846,3,14
99,0.35832001748774334,4,14
100,0.412545550527669,5,14
101,0.49430243822533493,6,14
102,0.6050008126056157,7,14
103,0.6677783585351598,8,14
104,0.804499583305829,9,14
105,0.7981152144290122,10,14
106,0.7317534518824609,11,14
107,0.5026691699154002,12,14
108,0.3975441340542015,1,15
109,0.3507601447298312,2,15
110,0.3490182457063851,3,15
111,0.36750096417441447,4,15
112,0.45533182431131963,5,15
113,0.4943631508073303,6,15
114,0.5348330801946519,7,15
115,0.590826593334627,8,15
116,0.4543938494898618,9,15
117,0.48511732045930006,10,15
118,0.41086378783468974,11,15
119,0.4188812660356953,12,15
120,0.2763032100491094,1,18
121,0.29107091747175035,2,18
122,0.27291734393686556,3,18
123,0.24628378498285983,4,18
124,0.24278299899149433,5,18
125,0.2347588712752774,6,18
126,0.24419051207492312,7,18
127,0.22677216938062253,8,18
128,0.20344029267229147,9,18
129,0.17564024887552243,10,18
130,0.15752202596165357,11,18
131,0.09442288952366105,12,18
132,0.06630429830584532,1,20
133,0.06366981951088682,2,20
134,0.061559095909624224,3,20
135,0.041141906131498776,4,20
136,0.08156278109166097,5,20
137,0.147742589730037,6,20
138,0.2528963727665536,7,20
139,0.32891415765099175,8,20
140,0.48173114570158065,9,20
141,0.6401913251448778,10,20
142,0.7791670161145451,11,20
143,0.8447840743257734,12,20
144,0.6678871480310565,1,22
145,0.6867809280554172,2,22
146,0.7239289331186319,3,22
147,0.7589749777123749,4,22
148,0.7856523301550208,5,22
149,0.7798458030257053,6,22
150,0.784866091362012,7,22
151,0.7954306312221168,8,22
152,0.88327053278171,9,22
153,0.8948005683983595,10,22
154,0.8234056229634779,11,22
155,0.578960432889441,12,22
156,0.39244633522010486,1,25
157,0.37049799978186154,2,25
158,0.3760794766093656,3,25
159,0.3693676384429507,4,25
160,0.4041659558074865,5,25
161,0.4238048157912113,6,25
162,0.434247081721549,7,25
163,0.47655691435791186,8,25
164,0.48474931652361664,9,25
165,0.4221982593803469,10,25
166,0.3534453195002419,11,25
167,0.3829266982026412,12,25
168,1.1537283483895684,1,27
169,1.141262172033128,2,27
170,1.1442739416110894,3,27
171,1.1737668291764496,4,27
172,1.1514110775360162,5,27
173,1.2395146161872672,6,27
174,1.3054765824267178,7,27
175,1.3093057143008968,8,27
176,1.3575604250001192,9,27
177,1.39341417096679,10,27
178,1.4824647248660197,11,27
179,1.1324918538693578,12,27
180,0.5890261817529386,1,29
181,0.538175310435777,2,29
182,0.5259995821409092,3,29
183,0.5146148865268869,4,29
184,0.5763577834034338,5,29
185,0.711966014017975,6,29
186,0.7450936256382749,7,29
187,0.8488139722082844,8,29
188,0.9809296638023305,9,29
189,1.028668414942029,10,29
190,1.036657569088369,11,29
191,0.8124212256931828,12,29
192,0.1450645537717797,1,31
193,0.14967658312841972,2,31
194,0.1271189050781113,3,31
195,0.14669662089450825,4,31
196,0.13302314003759266,5,31
197,0.1515148923292192,6,31
198,0.212518154721711,7,31
199,0.3171680453756905,8,31
200,0.4243934559564482,9,31
201,0.4641546710511716,10,31
202,0.439499777254426,11,31
203,0.46851863181696085,12,31
204,0.4352343178386893,1,17
205,0.43580518158774545,2,17
206,0.4374919846098806,3,17
207,0.4641879475468314,4,17
208,0.5154676804052502,5,17
209,0.5305931415665941,6,17
210,0.5229341758529197,7,17
211,0.4920326849303863,8,17
212,0.5282440987686033,9,17
213,0.5100431147808977,10,17
214,0.5992060787829935,11,17
215,0.8221624611889866,12,17
216,0.32593965930105623,1,19
217,0.3302153242799182,2,19
218,0.3379963103185029,3,19
219,0.3742892801290103,4,19
220,0.4508290849316202,5,19
221,0.5565835492122001,6,19
222,0.6101626176608644,7,19
223,0.6068035437240421,8,19
224,0.590577278044935,9,19
225,0.5869350697391056,10,19
226,0.5291536781974678,11,19
227,0.4601605270760196,12,19
228,0.10515111924474453,1,21
229,0.09967634091124655,2,21
230,0.09702705845345373,3,21
231,0.10215491747445792,4,21
232,0.0956694493766879,5,21
233,0.09776933821601205,6,21
234,0.15103345006706384,7,21
235,0.14653008840568493,8,21
236,0.13654305849452084,9,21
237,0.13145862971621897,10,21
238,0.1529777644014108,11,21
239,0.08307051880836093,12,21
240,0.5686411593773493,1,24
241,0.5534608222220723,2,24
242,0.5526892118645708,3,24
243,0.6059593440142053,4,24
244,0.7041110017464932,5,24
245,0.7708537682493442,6,24
246,0.9461197616567191,7,24
247,1.1389327127544389,8,24
248,1.2948006454239473,9,24
249,1.4514269161651185,10,24
250,1.4504751705165624,11,24
251,1.1108039941796266,12,24
252,0.745993408796251,1,26
253,0.6598990560892528,2,26
254,0.7003760878656924,3,26
255,0.6898811749929569,4,26
256,0.7516178579945693,5,26
257,0.786192982946484,6,26
258,0.822122991737671,7,26
259,0.7790636608369012,8,26
260,0.8312667755093428,9,26
261,0.8640376312858445,10,26
262,0.8068713080231317,11,26
263,0.5850422834344787,12,26
264,0.14195463436922956,1,28
265,0.12837920410821646,2,28
266,0.15651249470298867,3,28
267,0.1808127746997141,4,28
268,0.17613801869550938,5,28
269,0.18349549413866886,6,28
270,0.17447443573516905,7,28
271,0.20000214001196867,8,28
272,0.18634827831111075,9,28
273,0.21159646785176367,10,28
274,0.1533795760619256,11,28
275,0.008407870314026003,12,28
276,0.15489195231330397,1,30
277,0.17987695999070186,2,30
278,0.14620696446813927,3,30
279,0.1359945668222785,4,30
280,0.13262085700650153,5,30
281,0.12129505548108692,6,30
282,0.11528912621563747,7,30
283,0.08650426399287253,8,30
284,0.09229145209108439,9,30
285,0.0895669787074592,10,30
286,0.08837245209406162,11,30
287,0.0571270758407209,12,30
