,Dimensionality,Layer,Subject
0,0.7507184736835119,1,02
1,1.5564735125351492,2,02
2,1.4223041848330975,3,02
3,1.306560845487819,4,02
4,1.2407810383550215,5,02
5,1.212723676911151,6,02
6,1.1776395699799114,7,02
7,1.1732013130119048,8,02
8,1.1578879220817657,9,02
9,1.2068276402486564,10,02
10,1.2551475215861037,11,02
11,0.8221620079961143,12,02
12,1.1485388372833507,1,03
13,1.5513963826407582,2,03
14,1.429098737674708,3,03
15,1.355372703382151,4,03
16,1.3029383781757025,5,03
17,1.2643555747320514,6,03
18,1.2296355300008133,7,03
19,1.2161998400758933,8,03
20,1.1945578041474765,9,03
21,1.2787881703613486,10,03
22,1.340320992872724,11,03
23,0.9968364212170785,12,03
24,0.24600047125471375,1,04
25,1.1275538569501387,2,04
26,1.13905192883227,3,04
27,1.0779309368846934,4,04
28,1.0357679245269749,5,04
29,1.034684496570912,6,04
30,1.0183130614088551,7,04
31,1.041465450939896,8,04
32,1.0853250193000847,9,04
33,1.0762756616487448,10,04
34,1.1071381247827101,11,04
35,0.2012659128097628,12,04
36,0.3910327534907716,1,06
37,1.4698264194631685,2,06
38,1.3360997953455616,3,06
39,1.249518302975596,4,06
40,1.20118274901746,5,06
41,1.1905368528245304,6,06
42,1.1763907866780177,7,06
43,1.1737180193892867,8,06
44,1.201439755350156,9,06
45,1.2016599783774324,10,06
46,1.2702419207205564,11,06
47,0.4905864450672002,12,06
48,0.4794577848551114,1,08
49,1.4685109738213975,2,08
50,1.28107613747726,3,08
51,1.1998431956611855,4,08
52,1.1559923646641308,5,08
53,1.14020683306346,6,08
54,1.1390632319068816,7,08
55,1.089374932336016,8,08
56,1.1350832387704441,9,08
57,1.1356725432297674,10,08
58,1.1974147559088544,11,08
59,0.22681336354588683,12,08
60,0.5030915959228076,1,09
61,1.4526991024567917,2,09
62,1.3327175654281955,3,09
63,1.2902947202634216,4,09
64,1.2239768244903293,5,09
65,1.220242525639723,6,09
66,1.1885992996698818,7,09
67,1.1594805196665448,8,09
68,1.1877282292043123,9,09
69,1.218617014114429,10,09
70,1.2488754666675093,11,09
71,0.5490960856916449,12,09
72,0.721041879319961,1,10
73,1.7095760735923888,2,10
74,1.5055280932260726,3,10
75,1.4083258514580723,4,10
76,1.3310245470835027,5,10
77,1.2519645335061926,6,10
78,1.2291931837020176,7,10
79,1.221839990025388,8,10
80,1.2133206573546478,9,10
81,1.281644464539578,10,10
82,1.344681497835188,11,10
83,1.2084166895302644,12,10
84,0.21260466052272084,1,12
85,1.2200378079494631,2,12
86,1.1304334880712568,3,12
87,1.1285980130074902,4,12
88,1.1351351672047665,5,12
89,1.1267179803609384,6,12
